Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Test Cases/Authentication/Login/TC_AUTH_009_Login_Page_Elements,Edge Chromium 148.0.3967.54,Verify that all required UI elements are present on the Login page,"ui-validation,login,authentication",15-05-2026 22:59:22,15-05-2026 22:59:27,4.567s,PASSED
"openBrowser("""")",Edge Chromium 148.0.3967.54,,,15-05-2026 22:59:22,15-05-2026 22:59:23,0.690s,PASSED
maximizeWindow(),Edge Chromium 148.0.3967.54,,,15-05-2026 22:59:23,15-05-2026 22:59:23,0.054s,PASSED
loginHelper = new authentication.Login_Keywords(),Edge Chromium 148.0.3967.54,,,15-05-2026 22:59:23,15-05-2026 22:59:23,0.002s,PASSED
try,Edge Chromium 148.0.3967.54,,,15-05-2026 22:59:23,15-05-2026 22:59:26,3.494s,PASSED
Finally,Edge Chromium 148.0.3967.54,,,15-05-2026 22:59:26,15-05-2026 22:59:27,0.287s,PASSED
,,,,,,,
Test Cases/Authentication/Login/TC_AUTH_008_Login_Email_Trimming,Edge Chromium 148.0.3967.54,Verify that leading and trailing spaces are automatically trimmed from email input,"input-validation,login,authentication",15-05-2026 22:59:27,15-05-2026 22:59:37,10.597s,PASSED
"openBrowser("""")",Edge Chromium 148.0.3967.54,,,15-05-2026 22:59:27,15-05-2026 22:59:27,0.873s,PASSED
maximizeWindow(),Edge Chromium 148.0.3967.54,,,15-05-2026 22:59:27,15-05-2026 22:59:28,0.092s,PASSED
loginHelper = new authentication.Login_Keywords(),Edge Chromium 148.0.3967.54,,,15-05-2026 22:59:28,15-05-2026 22:59:28,0.001s,PASSED
try,Edge Chromium 148.0.3967.54,,,15-05-2026 22:59:28,15-05-2026 22:59:37,9.089s,PASSED
Finally,Edge Chromium 148.0.3967.54,,,15-05-2026 22:59:37,15-05-2026 22:59:37,0.481s,PASSED
,,,,,,,
Test Cases/Authentication/Login/TC_AUTH_006_Login_Invalid_Email_Format,Edge Chromium 148.0.3967.54,Verify that login rejects invalid email format (no @ symbol),"input-validation,login,authentication",15-05-2026 22:59:37,15-05-2026 22:59:45,7.913s,PASSED
"openBrowser("""")",Edge Chromium 148.0.3967.54,,,15-05-2026 22:59:37,15-05-2026 22:59:38,0.712s,PASSED
maximizeWindow(),Edge Chromium 148.0.3967.54,,,15-05-2026 22:59:38,15-05-2026 22:59:38,0.032s,PASSED
loginHelper = new authentication.Login_Keywords(),Edge Chromium 148.0.3967.54,,,15-05-2026 22:59:38,15-05-2026 22:59:38,0.001s,PASSED
try,Edge Chromium 148.0.3967.54,,,15-05-2026 22:59:38,15-05-2026 22:59:45,6.835s,PASSED
Finally,Edge Chromium 148.0.3967.54,,,15-05-2026 22:59:45,15-05-2026 22:59:45,0.298s,PASSED
,,,,,,,
Test Cases/Authentication/Login/TC_AUTH_007_Login_Email_Special_Characters,Edge Chromium 148.0.3967.54,Verify that email with special characters (+ symbol) is accepted as valid format,"input-validation,login,authentication",15-05-2026 22:59:45,15-05-2026 22:59:54,9.043s,PASSED
"openBrowser("""")",Edge Chromium 148.0.3967.54,,,15-05-2026 22:59:45,15-05-2026 22:59:46,0.722s,PASSED
maximizeWindow(),Edge Chromium 148.0.3967.54,,,15-05-2026 22:59:46,15-05-2026 22:59:46,0.050s,PASSED
loginHelper = new authentication.Login_Keywords(),Edge Chromium 148.0.3967.54,,,15-05-2026 22:59:46,15-05-2026 22:59:46,0.002s,PASSED
try,Edge Chromium 148.0.3967.54,,,15-05-2026 22:59:46,15-05-2026 22:59:54,7.926s,PASSED
Finally,Edge Chromium 148.0.3967.54,,,15-05-2026 22:59:54,15-05-2026 22:59:54,0.291s,PASSED
,,,,,,,
Test Cases/Authentication/Login/TC_AUTH_005_ForgotPassword_Link,Edge Chromium 148.0.3967.54,Verify forgot password link navigation,"navigation,login,authentication",15-05-2026 22:59:54,15-05-2026 22:59:57,3.414s,PASSED
"openBrowser("""")",Edge Chromium 148.0.3967.54,,,15-05-2026 22:59:54,15-05-2026 22:59:55,0.700s,PASSED
loginHelper = new authentication.Login_Keywords(),Edge Chromium 148.0.3967.54,,,15-05-2026 22:59:55,15-05-2026 22:59:55,0.000s,PASSED
try,Edge Chromium 148.0.3967.54,,,15-05-2026 22:59:55,15-05-2026 22:59:57,2.280s,PASSED
Finally,Edge Chromium 148.0.3967.54,,,15-05-2026 22:59:57,15-05-2026 22:59:57,0.369s,PASSED
,,,,,,,
Test Cases/Authentication/Login/TC_AUTH_004_Login_Empty_Fields,Edge Chromium 148.0.3967.54,Verify login fails with empty fields,"negative,login,validation,authentication",15-05-2026 22:59:57,15-05-2026 23:00:11,13.643s,PASSED
"openBrowser("""")",Edge Chromium 148.0.3967.54,,,15-05-2026 22:59:58,15-05-2026 22:59:59,0.890s,PASSED
loginHelper = new authentication.Login_Keywords(),Edge Chromium 148.0.3967.54,,,15-05-2026 22:59:59,15-05-2026 22:59:59,0.000s,PASSED
try,Edge Chromium 148.0.3967.54,,,15-05-2026 22:59:59,15-05-2026 23:00:11,12.310s,PASSED
Finally,Edge Chromium 148.0.3967.54,,,15-05-2026 23:00:11,15-05-2026 23:00:11,0.308s,PASSED
,,,,,,,
Test Cases/Authentication/Login/TC_AUTH_003_Login_Incorrect_Password,Edge Chromium 148.0.3967.54,Verify login fails with incorrect password,"negative,login,authentication",15-05-2026 23:00:11,15-05-2026 23:00:19,7.930s,PASSED
"openBrowser("""")",Edge Chromium 148.0.3967.54,,,15-05-2026 23:00:11,15-05-2026 23:00:12,0.670s,PASSED
loginHelper = new authentication.Login_Keywords(),Edge Chromium 148.0.3967.54,,,15-05-2026 23:00:12,15-05-2026 23:00:12,0.000s,PASSED
try,Edge Chromium 148.0.3967.54,,,15-05-2026 23:00:12,15-05-2026 23:00:19,6.950s,PASSED
Finally,Edge Chromium 148.0.3967.54,,,15-05-2026 23:00:19,15-05-2026 23:00:19,0.260s,PASSED
,,,,,,,
Test Cases/Authentication/Login/TC_AUTH_002_Login_Invalid_Email,Edge Chromium 148.0.3967.54,Verify login fails with invalid email,"negative,login,authentication",15-05-2026 23:00:19,15-05-2026 23:00:27,8.326s,PASSED
"openBrowser("""")",Edge Chromium 148.0.3967.54,,,15-05-2026 23:00:19,15-05-2026 23:00:20,0.757s,PASSED
loginHelper = new authentication.Login_Keywords(),Edge Chromium 148.0.3967.54,,,15-05-2026 23:00:20,15-05-2026 23:00:20,0.002s,PASSED
try,Edge Chromium 148.0.3967.54,,,15-05-2026 23:00:20,15-05-2026 23:00:27,7.183s,PASSED
Finally,Edge Chromium 148.0.3967.54,,,15-05-2026 23:00:27,15-05-2026 23:00:27,0.298s,PASSED
,,,,,,,
Test Cases/Authentication/Login/TC_AUTH_001_Login_Valid_Credentials,Edge Chromium 148.0.3967.54,Verify successful login with valid credentials,"positive,login,authentication",15-05-2026 23:00:27,15-05-2026 23:00:37,10.087s,PASSED
"openBrowser("""")",Edge Chromium 148.0.3967.54,,,15-05-2026 23:00:27,15-05-2026 23:00:28,0.763s,PASSED
loginHelper = new authentication.Login_Keywords(),Edge Chromium 148.0.3967.54,,,15-05-2026 23:00:28,15-05-2026 23:00:28,0.000s,PASSED
try,Edge Chromium 148.0.3967.54,,,15-05-2026 23:00:28,15-05-2026 23:00:37,8.933s,PASSED
Finally,Edge Chromium 148.0.3967.54,,,15-05-2026 23:00:37,15-05-2026 23:00:37,0.340s,PASSED
,,,,,,,
Test Cases/Authentication/ForgotPassword/TC_AUTH_031_ForgotPassword_Page_Elements,Edge Chromium 148.0.3967.54,Verify all required Forgot Password page elements are present,,15-05-2026 23:00:37,15-05-2026 23:00:41,3.875s,PASSED
