Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"sellKW.fillBasicInfo(""Test Property for Notification"", ""This is a test property to verify notification creation"", ""sale"", ""residential"", ""apartment"")",Chrome 143.0.7499.170,,,09-01-2026 19:07:50,09-01-2026 19:07:55,4.470s,PASSED
sellKW.clickNextButton(),Chrome 143.0.7499.170,,,09-01-2026 19:07:55,09-01-2026 19:07:56,1.549s,PASSED
"sellKW.fillAddressInfo(""123 Test Street"", ""Test City"", ""Test State"", ""Test Country"", ""1000"", ""93"")",Chrome 143.0.7499.170,,,09-01-2026 19:07:56,09-01-2026 19:08:02,5.878s,PASSED
sellKW.clickNextButton(),Chrome 143.0.7499.170,,,09-01-2026 19:08:02,09-01-2026 19:08:04,1.442s,PASSED
"comment(""=== STEP 3: Media & Price ==="")",Chrome 143.0.7499.170,,,09-01-2026 19:08:04,09-01-2026 19:08:04,0.003s,PASSED
try,Chrome 143.0.7499.170,,,09-01-2026 19:08:04,09-01-2026 19:08:07,3.442s,PASSED
"setText(findTestObject(""Object Repository/PropertyService/SellPage/priceInput""), ""250000"")",Chrome 143.0.7499.170,,,09-01-2026 19:08:07,09-01-2026 19:08:08,0.862s,PASSED
"setText(findTestObject(""Object Repository/PropertyService/SellPage/buildDateInput""), ""2024-01-01"")",Chrome 143.0.7499.170,,,09-01-2026 19:08:08,09-01-2026 19:08:09,0.957s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/PropertyService/SellPage/statusSelect""), ""active"", false)",Chrome 143.0.7499.170,,,09-01-2026 19:08:09,09-01-2026 19:08:10,0.727s,PASSED
sellKW.clickNextButton(),Chrome 143.0.7499.170,,,09-01-2026 19:08:10,09-01-2026 19:08:11,1.503s,PASSED
"sellKW.fillAllFeatures(""2"", ""2"", ""1"", ""fully"", false, false, false)",Chrome 143.0.7499.170,,,09-01-2026 19:08:11,09-01-2026 19:08:15,3.495s,PASSED
"comment(""Submitting property..."")",Chrome 143.0.7499.170,,,09-01-2026 19:08:15,09-01-2026 19:08:15,0.005s,PASSED
sellKW.clickSubmitButton(),Chrome 143.0.7499.170,,,09-01-2026 19:08:15,09-01-2026 19:08:18,3.538s,PASSED
delay(5),Chrome 143.0.7499.170,,,09-01-2026 19:08:18,09-01-2026 19:08:23,5.016s,PASSED
"comment(""Navigating to home page..."")",Chrome 143.0.7499.170,,,09-01-2026 19:08:23,09-01-2026 19:08:23,0.005s,PASSED
"navigateToUrl(""http://localhost:5173/"")",Chrome 143.0.7499.170,,,09-01-2026 19:08:23,09-01-2026 19:08:23,0.194s,PASSED
delay(2),Chrome 143.0.7499.170,,,09-01-2026 19:08:23,09-01-2026 19:08:25,2.019s,PASSED
"comment(""Opening notifications..."")",Chrome 143.0.7499.170,,,09-01-2026 19:08:25,09-01-2026 19:08:25,0.004s,PASSED
notif.navigateToNotifications(),Chrome 143.0.7499.170,,,09-01-2026 19:08:25,09-01-2026 19:08:28,2.850s,PASSED
newCount = notif.getNotificationCount(),Chrome 143.0.7499.170,,,09-01-2026 19:08:28,09-01-2026 19:08:29,0.284s,PASSED
"comment(Initial count: $initialCount, New count: $newCount)",Chrome 143.0.7499.170,,,09-01-2026 19:08:29,09-01-2026 19:08:29,0.006s,PASSED
if (newCount > initialCount),Chrome 143.0.7499.170,,,09-01-2026 19:08:29,09-01-2026 19:08:29,0.009s,PASSED
closeBrowser(),Chrome 143.0.7499.170,,,09-01-2026 19:08:29,09-01-2026 19:08:29,0.377s,PASSED
,,,,,,,
