Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
loginHelper = new authentication.Login_Keywords(),Chrome 143.0.7499.170,,,09-01-2026 19:02:10,09-01-2026 19:02:10,0.001s,PASSED
try,Chrome 143.0.7499.170,,,09-01-2026 19:02:10,09-01-2026 19:02:27,16.891s,PASSED
Finally,Chrome 143.0.7499.170,,,09-01-2026 19:02:27,09-01-2026 19:02:27,0.376s,PASSED
,,,,,,,
Test Cases/DeveloperProperties/Properties/TC_DEVPROP_037_Delete_DeveloperProperty_Valid_Id,Chrome 143.0.7499.170,Verify successful deletion of a developer property,"developer-properties,positive,properties",09-01-2026 19:02:27,09-01-2026 19:03:10,43.135s,ERROR
"DATA BINDING - {""(Default) prope..."":""507f1f77bcf86cd799439015"",""(Default) devel..."":""507f1f77bcf86cd799439011""}",,,,,,,
"openBrowser("""")",Chrome 143.0.7499.170,,,09-01-2026 19:02:27,09-01-2026 19:02:29,1.430s,PASSED
devPropHelper = new developerproperties.DeveloperProperties_Keywords(),Chrome 143.0.7499.170,,,09-01-2026 19:02:29,09-01-2026 19:02:29,0.001s,PASSED
loginHelper = new authentication.Login_Keywords(),Chrome 143.0.7499.170,,,09-01-2026 19:02:29,09-01-2026 19:02:29,0.001s,PASSED
try,Chrome 143.0.7499.170,,,09-01-2026 19:02:29,09-01-2026 19:03:10,41.272s,PASSED
catch (Exception e),Chrome 143.0.7499.170,,,09-01-2026 19:03:10,09-01-2026 19:03:10,0.004s,PASSED
Finally,Chrome 143.0.7499.170,,,09-01-2026 19:03:10,09-01-2026 19:03:10,0.331s,ERROR
